Seq #,Title,20 Char,Publisher,Prods,ISSN,E-ISSN,Country,Language,SCIE,SSCI,AHCI,WoS Category
13765J,THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA,THEORIA-SPAIN,SERVICIO EDITORIAL UNIVERSIDAD DEL PAIS VASCO,H  Q  Y  CC,0495-4548,,SPAIN,Multi-Language,,,,History & Philosophy of Science
09702J,THEORY & PSYCHOLOGY,THEOR PSYCHOL,SAGE PUBLICATIONS LTD,J  SS JZ Q  B  CC ES,0959-3543,1461-7447,ENGLAND,English,,1,0,"Psychology, Multidisciplinary"
D0160J,Theory and Applications of Categories,THEOR APPL CATEG,MOUNT ALLISON UNIV,D  JS Q  XC S  CC ES,1201-561X,,CANADA,English,1,0,,"Mathematics, Applied"
D0160J,Theory and Applications of Categories,THEOR APPL CATEG,MOUNT ALLISON UNIV,D  JS Q  XC S  CC ES,1201-561X,,CANADA,English,,,,Mathematics
91965J,THEORY AND DECISION,THEOR DECIS,SPRINGER,J  SS JZ Q  B  CC ES,0040-5833,1573-7187,NETHERLANDS,English,0,1,,"Social Sciences, Mathematical Methods"
91965J,THEORY AND DECISION,THEOR DECIS,SPRINGER,J  SS JZ Q  B  CC ES,0040-5833,1573-7187,NETHERLANDS,English,,,,Economics
13755J,THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,CAMBRIDGE UNIV PRESS,D  JS Q  XC T  CC ES,1471-0684,1475-3081,UNITED STATES,English,1,0,,"Computer Science, Theory & Methods"
13755J,THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,CAMBRIDGE UNIV PRESS,D  JS Q  XC T  CC ES,1471-0684,1475-3081,UNITED STATES,English,,,,"Computer Science, Software Engineering"
13755J,THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,CAMBRIDGE UNIV PRESS,D  JS Q  XC T  CC ES,1471-0684,1475-3081,UNITED STATES,English,,,,Logic
91990J,THEORY AND SOCIETY,THEOR SOC,SPRINGER,J  SS JZ Q  B  CC ES,0304-2421,1573-7853,NETHERLANDS,English,0,1,,Sociology
09494J,THEORY CULTURE & SOCIETY,THEOR CULT SOC,SAGE PUBLICATIONS LTD,J  SS H  JZ Q  XC B  Y  CC ES,0263-2764,1460-3616,ENGLAND,English,,,1,Cultural Studies
09494J,THEORY CULTURE & SOCIETY,THEOR CULT SOC,SAGE PUBLICATIONS LTD,J  SS H  JZ Q  XC B  Y  CC ES,0263-2764,1460-3616,ENGLAND,English,,,,Cultural Studies
11976J,THEORY IN BIOSCIENCES,THEOR BIOSCI,SPRINGER,K  D  JS Q  A  B1 B7 BA BP CC ES,1431-7613,1611-7530,GERMANY,Multi-Language,1,0,0,Mathematical & Computational Biology
11976J,THEORY IN BIOSCIENCES,THEOR BIOSCI,SPRINGER,K  D  JS Q  A  B1 B7 BA BP CC ES,1431-7613,1611-7530,GERMANY,Multi-Language,,,,Biology
11171J,THEORY INTO PRACTICE,THEOR PRACT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,0040-5841,1543-0421,UNITED STATES,English,0,1,,Education & Educational Research
11890J,THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,SPRINGER,K  D  JS Q  T  CC ES,1432-4350,1433-0490,GERMANY,English,1,0,,"Computer Science, Theory & Methods"
11890J,THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,SPRINGER,K  D  JS Q  T  CC ES,1432-4350,1433-0490,GERMANY,English,,,,Mathematics
91993J,THEORY OF PROBABILITY AND ITS APPLICATIONS,THEOR PROBAB APPL+,SIAM PUBLICATIONS,D  JS Q  XC ES,0040-585X,1095-7219,RUSSIA,English,,,,Statistics & Probability
D0956J,Theranostics,THERANOSTICS,IVYSPRING INT PUBL,D  JS Q  XC B1 BA BP ES,1838-7640,1838-7640,AUSTRALIA,English,,,,"Medicine, Research & Experimental"
D2541J,Therapeutic Advances in Gastroenterology,THER ADV GASTROENTER,SAGE PUBLICATIONS LTD,D  JS Q  XC ES,1756-283X,1756-2848,ENGLAND,English,,,,Gastroenterology & Hepatology
D2535J,Therapeutic Advances in Medical Oncology,THER ADV MED ONCOL,SAGE PUBLICATIONS LTD,D  JS Q  XC ES,1758-8340,1758-8359,ENGLAND,English,,,,Oncology
D2536J,Therapeutic Advances in Neurological Disorders,THER ADV NEUROL DISO,SAGE PUBLICATIONS LTD,D  JS Q  XC ES,1756-2856,1756-2864,ENGLAND,English,,,,Clinical Neurology
D2537J,Therapeutic Advances in Respiratory Disease,THER ADV RESPIR DIS,SAGE PUBLICATIONS LTD,D  JS Q  XC ES,1753-4658,1753-4666,ENGLAND,English,,,,Respiratory System
14128J,THERAPEUTIC APHERESIS AND DIALYSIS,THER APHER DIAL,WILEY-BLACKWELL,D  JS Q  XC C  CC ES,1744-9979,1744-9987,JAPAN,English,,,,Urology & Nephrology
14128J,THERAPEUTIC APHERESIS AND DIALYSIS,THER APHER DIAL,WILEY-BLACKWELL,D  JS Q  XC C  CC ES,1744-9979,1744-9987,JAPAN,English,,,,Hematology
01865J,THERAPEUTIC DRUG MONITORING,THER DRUG MONIT,LIPPINCOTT WILLIAMS & WILKINS,K  D  JS Q  C  P  AP DF B1 BA BP PI CC ES SP,0163-4356,1536-3694,UNITED STATES,English,,,,Pharmacology & Pharmacy
01865J,THERAPEUTIC DRUG MONITORING,THER DRUG MONIT,LIPPINCOTT WILLIAMS & WILKINS,K  D  JS Q  C  P  AP DF B1 BA BP PI CC ES SP,0163-4356,1536-3694,UNITED STATES,English,,,,Toxicology
01865J,THERAPEUTIC DRUG MONITORING,THER DRUG MONIT,LIPPINCOTT WILLIAMS & WILKINS,K  D  JS Q  C  P  AP DF B1 BA BP PI CC ES SP,0163-4356,1536-3694,UNITED STATES,English,,,,Medical Laboratory Technology
D3187J,Therapeutic Hypothermia and Temperature Management,THER HYPOTHERMIA TEM,"MARY ANN LIEBERT, INC",D  JS Q  XC ES SP,2153-7658,2153-7933,UNITED STATES,English,,,,Critical Care Medicine
D1674J,Therapeutic Innovation & Regulatory Science,THER INNOV REGUL SCI,SAGE PUBLICATIONS INC,D  JS Q  XC AP ES,2168-4790,2168-4804,UNITED STATES,English,,,,Medical Informatics
D1674J,Therapeutic Innovation & Regulatory Science,THER INNOV REGUL SCI,SAGE PUBLICATIONS INC,D  JS Q  XC AP ES,2168-4790,2168-4804,UNITED STATES,English,,,,Pharmacology & Pharmacy
D0955J,Therapeutics and Clinical Risk Management,THER CLIN RISK MANAG,DOVE MEDICAL PRESS LTD,D  JS Q  XC C  CC ES,1178-203X,1178-203X,NEW ZEALAND,English,,,,Health Care Sciences & Services
92006J,THERAPIE,THERAPIE,EDP SCIENCES S A,D  JS Q  XC DF B2 BA BP ES,0040-5957,1958-5578,FRANCE,French,,,,Pharmacology & Pharmacy
92001J,THERIOGENOLOGY,THERIOGENOLOGY,ELSEVIER SCIENCE INC,K  D  JS Q  A  P  B1 B7 BA BP CC ES,0093-691X,1879-3231,UNITED STATES,English,,,,Reproductive Biology
92001J,THERIOGENOLOGY,THERIOGENOLOGY,ELSEVIER SCIENCE INC,K  D  JS Q  A  P  B1 B7 BA BP CC ES,0093-691X,1879-3231,UNITED STATES,English,,,,Veterinary Sciences
C7719J,Thermal Science,THERM SCI,VINCA INST NUCLEAR SCI,D  JS Q  XC WS ES,0354-9836,2334-7163,SERBIA,English,,,,Thermodynamics
92012J,THERMOCHIMICA ACTA,THERMOCHIM ACTA,ELSEVIER SCIENCE BV,K  D  JS Q  S  RD RC SR CC ES,0040-6031,1872-762X,NETHERLANDS,Multi-Language,,,,"Chemistry, Physical"
92012J,THERMOCHIMICA ACTA,THERMOCHIM ACTA,ELSEVIER SCIENCE BV,K  D  JS Q  S  RD RC SR CC ES,0040-6031,1872-762X,NETHERLANDS,Multi-Language,,,,"Chemistry, Analytical"
C9044J,Thermophysics and Aeromechanics,THERMOPHYS AEROMECH+,MAIK NAUKA/INTERPERIODICA/SPRINGER,D  JS Q  XC WS ES,0869-8643,1531-8699,RUSSIA,English,,,,Mechanics
C9044J,Thermophysics and Aeromechanics,THERMOPHYS AEROMECH+,MAIK NAUKA/INTERPERIODICA/SPRINGER,D  JS Q  XC WS ES,0869-8643,1531-8699,RUSSIA,English,,,,Thermodynamics
92026J,THIN SOLID FILMS,THIN SOLID FILMS,ELSEVIER SCIENCE SA,K  D  JS Q  S  T  CC ES,0040-6090,,NETHERLANDS,Multi-Language,,,,"Materials Science, Multidisciplinary"
92026J,THIN SOLID FILMS,THIN SOLID FILMS,ELSEVIER SCIENCE SA,K  D  JS Q  S  T  CC ES,0040-6090,,NETHERLANDS,Multi-Language,,,,"Materials Science, Coatings & Films"
92026J,THIN SOLID FILMS,THIN SOLID FILMS,ELSEVIER SCIENCE SA,K  D  JS Q  S  T  CC ES,0040-6090,,NETHERLANDS,Multi-Language,,,,"Physics, Applied"
92026J,THIN SOLID FILMS,THIN SOLID FILMS,ELSEVIER SCIENCE SA,K  D  JS Q  S  T  CC ES,0040-6090,,NETHERLANDS,Multi-Language,,,,"Physics, Condensed Matter"
14094J,THINKING & REASONING,THINK REASONING,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,1354-6783,1464-0708,ENGLAND,English,0,1,,"Psychology, Experimental"
D0317J,Thinking Skills and Creativity,THINK SKILLS CREAT,ELSEVIER SCI LTD,SS JZ Q  XC B  CC ES,1871-1871,1878-0423,ENGLAND,English,,,,Education & Educational Research
04907J,THIN-WALLED STRUCTURES,THIN WALL STRUCT,ELSEVIER SCI LTD,D  JS Q  XC T  CC ES,0263-8231,1879-3223,ENGLAND,English,1,0,,"Engineering, Civil"
C9915J,Third Text,THIRD TEXT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC SP,0952-8822,1475-5297,ENGLAND,English,0,,1,Art
03185J,THIRD WORLD QUARTERLY,THIRD WORLD Q,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,0143-6597,1360-2241,ENGLAND,English,,1,0,Planning & Development
03651J,THOMAS WOLFE REVIEW,THOMAS WOLFE REV,THOMAS WOLFE SOC,H  Q  Y  CC,0276-5683,,UNITED STATES,English,,0,1,"Literature, American"
00898J,THOMIST,THOMIST,THOMIST PRESS,H  Q  Y  CC,0040-6325,,UNITED STATES,English,,,,Religion
00898J,THOMIST,THOMIST,THOMIST PRESS,H  Q  Y  CC,0040-6325,,UNITED STATES,English,,,,Philosophy
01513J,THORACIC AND CARDIOVASCULAR SURGEON,THORAC CARDIOV SURG,GEORG THIEME VERLAG KG,K  D  JS Q  C  CC ES,0171-6425,1439-1902,GERMANY,English,1,,0,Cardiac & Cardiovascular Systems
01513J,THORACIC AND CARDIOVASCULAR SURGEON,THORAC CARDIOV SURG,GEORG THIEME VERLAG KG,K  D  JS Q  C  CC ES,0171-6425,1439-1902,GERMANY,English,,,,Respiratory System
01513J,THORACIC AND CARDIOVASCULAR SURGEON,THORAC CARDIOV SURG,GEORG THIEME VERLAG KG,K  D  JS Q  C  CC ES,0171-6425,1439-1902,GERMANY,English,,,,Surgery
D0705J,Thoracic Cancer,THORAC CANCER,WILEY-BLACKWELL,D  JS Q  XC WS ES,1759-7706,1759-7714,PEOPLES R CHINA,English,,,,Respiratory System
D0705J,Thoracic Cancer,THORAC CANCER,WILEY-BLACKWELL,D  JS Q  XC WS ES,1759-7706,1759-7714,PEOPLES R CHINA,English,,,,Oncology
D1437J,Thoracic Surgery Clinics,THORAC SURG CLIN,W B SAUNDERS CO-ELSEVIER INC,D  JS Q  XC C  CC ES,1547-4127,,UNITED STATES,English,,,,Surgery
D1437J,Thoracic Surgery Clinics,THORAC SURG CLIN,W B SAUNDERS CO-ELSEVIER INC,D  JS Q  XC C  CC ES,1547-4127,,UNITED STATES,English,,,,Respiratory System
92048J,THORAX,THORAX,BMJ PUBLISHING GROUP,K  D  JS Q  C  P  DF B2 BA BP PI CC ES,0040-6376,1468-3296,ENGLAND,English,,,,Respiratory System
92100J,THROMBOSIS AND HAEMOSTASIS,THROMB HAEMOSTASIS,SCHATTAUER GMBH-VERLAG MEDIZIN NATURWISSENSCHAFTEN,K  D  JS Q  C  P  DF B2 BA BP CC ES,0340-6245,0340-6245,GERMANY,English,,,,Hematology
92100J,THROMBOSIS AND HAEMOSTASIS,THROMB HAEMOSTASIS,SCHATTAUER GMBH-VERLAG MEDIZIN NATURWISSENSCHAFTEN,K  D  JS Q  C  P  DF B2 BA BP CC ES,0340-6245,0340-6245,GERMANY,English,,,,Peripheral Vascular Disease
92108J,THROMBOSIS RESEARCH,THROMB RES,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  P  DF B1 BA BP CC ES,0049-3848,,UNITED STATES,Multi-Language,,,,Peripheral Vascular Disease
92108J,THROMBOSIS RESEARCH,THROMB RES,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  P  DF B1 BA BP CC ES,0049-3848,,UNITED STATES,Multi-Language,,,,Hematology
09877J,THYROID,THYROID,"MARY ANN LIEBERT, INC",K  D  JS Q  P  PI CC ES SP,1050-7256,1557-9077,UNITED STATES,English,,,,Endocrinology & Metabolism
D0213J,Ticks and Tick-Borne Diseases,TICKS TICK-BORNE DIS,"ELSEVIER GMBH, URBAN & FISCHER VERLAG",D  JS Q  XC A  B1 B7 BA BP CC ES,1877-959X,1877-9603,GERMANY,English,,,,Microbiology
D0213J,Ticks and Tick-Borne Diseases,TICKS TICK-BORNE DIS,"ELSEVIER GMBH, URBAN & FISCHER VERLAG",D  JS Q  XC A  B1 B7 BA BP CC ES,1877-959X,1877-9603,GERMANY,English,,,,Infectious Diseases
D0213J,Ticks and Tick-Borne Diseases,TICKS TICK-BORNE DIS,"ELSEVIER GMBH, URBAN & FISCHER VERLAG",D  JS Q  XC A  B1 B7 BA BP CC ES,1877-959X,1877-9603,GERMANY,English,,,,Parasitology
92162J,TIDSSKRIFT FOR SAMFUNNSFORSKNING,TIDSSKR SAMFUNNSFOR,UNIVERSITETSFORLAGET A S,J  SS JZ Q  B  CC ES,0040-716X,,NORWAY,Multi-Language,0,1,,"Social Sciences, Interdisciplinary"
12226J,TIERAERZTLICHE PRAXIS AUSGABE GROSSTIERE NUTZTIERE,TIERAERZTL PRAX G N,SCHATTAUER GMBH-VERLAG MEDIZIN NATURWISSENSCHAFTEN,D  JS Q  XC B7 ES,1434-1220,,GERMANY,German,1,0,,Veterinary Sciences
12225J,TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,TIERAERZTL PRAX K H,SCHATTAUER GMBH-VERLAG MEDIZIN NATURWISSENSCHAFTEN,D  JS Q  XC B7 ES,1434-1239,,GERMANY,German,,,,Veterinary Sciences
92156J,TIERAERZTLICHE UMSCHAU,TIERAERZTL UMSCHAU,TERRA-VERLAG GMBH,K  D  JS Q  A  B7 CC ES,0049-3864,,GERMANY,German,,,,Veterinary Sciences
11525J,TIJDSCHRIFT VAN DE KONINKLIJKE VERENIGING VOOR NEDERLANDSE MUZIEKGESCHIEDENIS,TIJD K VER NED MUZ,ROYAL V N M,H  Q  Y  CC,1383-7079,,NETHERLANDS,Multi-Language,0,,1,Music
C7235J,Tijdschrift voor Communicatiewetenschap,TIJDSCHR COMMUNWET,UITGEVERIJ BOOM BV,SS JZ Q  XC WS ES,1384-6930,,NETHERLANDS,Dutch,,1,0,Communication
92168J,TIJDSCHRIFT VOOR DIERGENEESKUNDE,TIJDSCHR DIERGENEESK,KONINKLIJKE NEDERLANDSE MAATSCHAPPIJ VOOR DIERGENEESKUNDE,D  JS Q  XC A  B2 B7 BA BP CC ES,0040-7453,,NETHERLANDS,Dutch,1,0,,Veterinary Sciences
92171J,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,TIJDSCHR ECON SOC GE,WILEY-BLACKWELL,J  SS JZ Q  B  CC ES,0040-747X,1467-9663,ENGLAND,Multi-Language,0,1,,Economics
92171J,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,TIJDSCHR ECON SOC GE,WILEY-BLACKWELL,J  SS JZ Q  B  CC ES,0040-747X,1467-9663,ENGLAND,Multi-Language,,,,Geography
92174J,TIJDSCHRIFT VOOR FILOSOFIE,TIJDSCHR FILOS,TIJDSCHRIFT VOOR FILOSOFIE,H  Q  Y  CC,0040-750X,2031-8952,BELGIUM,Multi-Language,,0,1,Philosophy
03434J,TIJDSCHRIFT VOOR GESCHIEDENIS,TIJDSCHR GESCHIEDEN,WOLTERS-NOORDHOFF B V,H  Q  Y  CC,0040-7518,0040-7518,NETHERLANDS,Multi-Language,,,,History
03435J,TIJDSCHRIFT VOOR NEDERLANDSE TAAL-EN LETTERKUNDE,TIJDSCHR NED TAAL L,BRILL ACADEMIC PUBLISHERS,H  Q  Y  CC,0040-7550,,NETHERLANDS,Dutch,,,,"Literature, German, Dutch, Scandinavian"
C9241J,Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,TIJDSCHR RECHTSGESCH,BRILL ACADEMIC PUBLISHERS,SS H  JZ Q  XC WS ES,0040-7585,,NETHERLANDS,English,,1,,Law
C9241J,Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,TIJDSCHR RECHTSGESCH,BRILL ACADEMIC PUBLISHERS,SS H  JZ Q  XC WS ES,0040-7585,,NETHERLANDS,English,,,,History
C9241J,Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,TIJDSCHR RECHTSGESCH,BRILL ACADEMIC PUBLISHERS,SS H  JZ Q  XC WS ES,0040-7585,,NETHERLANDS,English,,,,History
D0369J,Time & Mind-The Journal of Archaeology Consciousness and Culture,TIME MIND,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC SP,1751-696X,1751-6978,ENGLAND,English,,0,,Archaeology
10977J,TIME & SOCIETY,TIME SOC,SAGE PUBLICATIONS LTD,J  SS JZ Q  B  CC ES,0961-463X,1461-7463,ENGLAND,English,,1,0,"Social Sciences, Interdisciplinary"
92191J,TISSUE & CELL,TISSUE CELL,CHURCHILL LIVINGSTONE,K  D  JS Q  P  B1 B7 BA BP CC ES,0040-8166,,SCOTLAND,English,1,0,,Anatomy & Morphology
92191J,TISSUE & CELL,TISSUE CELL,CHURCHILL LIVINGSTONE,K  D  JS Q  P  B1 B7 BA BP CC ES,0040-8166,,SCOTLAND,English,,,,Cell Biology
92186J,TISSUE ANTIGENS,TISSUE ANTIGENS,WILEY-BLACKWELL,K  D  JS Q  P  B1 BA BP CC ES,0001-2815,1399-0039,DENMARK,English,,,,Cell Biology
92186J,TISSUE ANTIGENS,TISSUE ANTIGENS,WILEY-BLACKWELL,K  D  JS Q  P  B1 BA BP CC ES,0001-2815,1399-0039,DENMARK,English,,,,Immunology
92186J,TISSUE ANTIGENS,TISSUE ANTIGENS,WILEY-BLACKWELL,K  D  JS Q  P  B1 BA BP CC ES,0001-2815,1399-0039,DENMARK,English,,,,Pathology
C8156J,Tissue Engineering and Regenerative Medicine,TISSUE ENG REGEN MED,KOREAN TISSUE ENGINEERING REGENERATIVE MEDICINE SOC,D  JS Q  XC B1 BA BP WS ES,1738-2696,,SOUTH KOREA,Korean,,,,Cell & Tissue Engineering
C8156J,Tissue Engineering and Regenerative Medicine,TISSUE ENG REGEN MED,KOREAN TISSUE ENGINEERING REGENERATIVE MEDICINE SOC,D  JS Q  XC B1 BA BP WS ES,1738-2696,,SOUTH KOREA,Korean,,,,"Engineering, Biomedical"
C7824J,Tissue Engineering Part A,TISSUE ENG PT A,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BA BP CC ES SP,1937-3341,1937-335X,UNITED STATES,English,,,,Cell Biology
C7824J,Tissue Engineering Part A,TISSUE ENG PT A,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BA BP CC ES SP,1937-3341,1937-335X,UNITED STATES,English,,,,Biotechnology & Applied Microbiology
C7824J,Tissue Engineering Part A,TISSUE ENG PT A,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BA BP CC ES SP,1937-3341,1937-335X,UNITED STATES,English,,,,Cell & Tissue Engineering
C7825J,Tissue Engineering Part B-Reviews,TISSUE ENG PART B-RE,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BP RR CC ES SP,1937-3368,1937-3376,UNITED STATES,English,,,,Cell & Tissue Engineering
C7825J,Tissue Engineering Part B-Reviews,TISSUE ENG PART B-RE,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BP RR CC ES SP,1937-3368,1937-3376,UNITED STATES,English,,,,Cell Biology
C7825J,Tissue Engineering Part B-Reviews,TISSUE ENG PART B-RE,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BP RR CC ES SP,1937-3368,1937-3376,UNITED STATES,English,,,,Biotechnology & Applied Microbiology
C7826J,Tissue Engineering Part C-Methods,TISSUE ENG PART C-ME,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BA BP CC ES SP,1937-3384,1937-3392,UNITED STATES,English,,,,Cell & Tissue Engineering
C7826J,Tissue Engineering Part C-Methods,TISSUE ENG PART C-ME,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BA BP CC ES SP,1937-3384,1937-3392,UNITED STATES,English,,,,Cell Biology
C7826J,Tissue Engineering Part C-Methods,TISSUE ENG PART C-ME,"MARY ANN LIEBERT, INC",K  D  JS Q  XC P  B1 BA BP CC ES SP,1937-3384,1937-3392,UNITED STATES,English,,,,Biotechnology & Applied Microbiology
00178J,TLS-THE TIMES LITERARY SUPPLEMENT,TLS-TIMES LIT SUPPL,TIMES SUPPLEMENTS LIMITED,H  Q  Y  CC,0307-661X,1366-7211,ENGLAND,English,0,,1,"Humanities, Multidisciplinary"
C5830J,tm-Technisches Messen,TM-TECH MESS,WALTER DE GRUYTER GMBH,D  JS Q  XC T  CC ES,0171-8096,,GERMANY,German,1,,0,Instruments & Instrumentation
12512J,TOBACCO CONTROL,TOB CONTROL,BMJ PUBLISHING GROUP,K  D  J  SS JS JZ Q  B  C  CC ES,0964-4563,1468-3318,ENGLAND,English,,1,,"Public, Environmental & Occupational Health"
12512J,TOBACCO CONTROL,TOB CONTROL,BMJ PUBLISHING GROUP,K  D  J  SS JS JZ Q  B  C  CC ES,0964-4563,1468-3318,ENGLAND,English,,,,"Public, Environmental & Occupational Health"
D2380J,Tobacco Induced Diseases,TOB INDUC DIS,BIOMED CENTRAL LTD,D  SS JS JZ Q  XC B  CC ES,1617-9625,,ENGLAND,English,,,,"Public, Environmental & Occupational Health"
D2380J,Tobacco Induced Diseases,TOB INDUC DIS,BIOMED CENTRAL LTD,D  SS JS JZ Q  XC B  CC ES,1617-9625,,ENGLAND,English,,,,Substance Abuse
D2380J,Tobacco Induced Diseases,TOB INDUC DIS,BIOMED CENTRAL LTD,D  SS JS JZ Q  XC B  CC ES,1617-9625,,ENGLAND,English,,,,Substance Abuse
D2380J,Tobacco Induced Diseases,TOB INDUC DIS,BIOMED CENTRAL LTD,D  SS JS JZ Q  XC B  CC ES,1617-9625,,ENGLAND,English,,,,"Public, Environmental & Occupational Health"
92268J,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,TOHOKU J EXP MED,TOHOKU UNIV MEDICAL PRESS,K  D  JS Q  P  B1 BA BP CC ES,0040-8727,1349-3329,JAPAN,English,,0,,"Medicine, Research & Experimental"
92268J,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,TOHOKU J EXP MED,TOHOKU UNIV MEDICAL PRESS,K  D  JS Q  P  B1 BA BP CC ES,0040-8727,1349-3329,JAPAN,English,,,,"Medicine, General & Internal"
03576J,TOHOKU MATHEMATICAL JOURNAL,TOHOKU MATH J,TOHOKU UNIVERSITY,K  D  JS Q  S  CC ES,0040-8735,,JAPAN,Multi-Language,,,,Mathematics
D1451J,Tokyo Journal of Mathematics,TOKYO J MATH,TOKYO JOURNAL MATHEMATICS EDITORIAL OFFICE ACAD CENTER,D  JS Q  XC S  WS CC ES,0387-3870,,JAPAN,English,,,,Mathematics
C6718J,Top,TOP,SPRINGER,D  JS Q  XC T  CC ES,1134-5764,1863-8279,SPAIN,English,,,,Operations Research & Management Science
D1545J,TOPIA-Canadian Journal of Cultural Studies,TOPIA,WILFRID LAURIER UNIV PRESS,SS H  JZ Q  XC B  Y  WS CC ES,1206-0143,1916-0194,CANADA,English,0,1,1,Cultural Studies
D1545J,TOPIA-Canadian Journal of Cultural Studies,TOPIA,WILFRID LAURIER UNIV PRESS,SS H  JZ Q  XC B  Y  WS CC ES,1206-0143,1916-0194,CANADA,English,,,,Cultural Studies
00091S,Topics in Applied Physics,TOP APPL PHYS,SPRINGER-VERLAG BERLIN,K  D  JS Q  R  BS ES,0303-4216,,UNITED STATES,English,1,0,0,"Physics, Applied"
11386J,TOPICS IN CATALYSIS,TOP CATAL,SPRINGER/PLENUM PUBLISHERS,D  JS Q  XC S  RC CC ES,1022-5528,1572-9028,UNITED STATES,English,,,,"Chemistry, Applied"
11386J,TOPICS IN CATALYSIS,TOP CATAL,SPRINGER/PLENUM PUBLISHERS,D  JS Q  XC S  RC CC ES,1022-5528,1572-9028,UNITED STATES,English,,,,"Chemistry, Physical"
D0290J,Topics in Cognitive Science,TOP COGN SCI,WILEY-BLACKWELL,SS JZ Q  XC B  CC ES,1756-8757,1756-8765,UNITED STATES,English,0,1,,"Psychology, Experimental"
C8028J,Topics in Companion Animal Medicine,TOP COMPANION ANIM M,W B SAUNDERS CO-ELSEVIER INC,D  JS Q  XC A  B2 BP RR CC ES,1938-9736,1946-9837,UNITED STATES,English,1,0,,Veterinary Sciences
00092S,Topics in Current Chemistry,TOP CURR CHEM,SPRINGER INT PUBLISHING AG,K  D  JS Q  R  RC BS ES,0340-1022,,UNITED STATES,English,,,,"Chemistry, Multidisciplinary"
07162J,TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,TOP EARLY CHILD SPEC,SAGE PUBLICATIONS INC,J  SS JZ Q  B  CC ES,0271-1214,1538-4845,UNITED STATES,English,0,1,,"Education, Special"
11170J,TOPICS IN GERIATRIC REHABILITATION,TOP GERIATR REHABIL,LIPPINCOTT WILLIAMS & WILKINS,J  SS JZ Q  B  CC ES SP,0882-7524,1550-2414,UNITED STATES,English,,,,Rehabilitation
11170J,TOPICS IN GERIATRIC REHABILITATION,TOP GERIATR REHABIL,LIPPINCOTT WILLIAMS & WILKINS,J  SS JZ Q  B  CC ES SP,0882-7524,1550-2414,UNITED STATES,English,,,,Gerontology
06352J,TOPICS IN LANGUAGE DISORDERS,TOP LANG DISORD,LIPPINCOTT WILLIAMS & WILKINS,J  SS JZ Q  B  CC ES SP,0271-8294,1550-3259,UNITED STATES,English,,,,Rehabilitation
06352J,TOPICS IN LANGUAGE DISORDERS,TOP LANG DISORD,LIPPINCOTT WILLIAMS & WILKINS,J  SS JZ Q  B  CC ES SP,0271-8294,1550-3259,UNITED STATES,English,,,,Linguistics
10354S,Topics in Organometallic Chemistry,TOP ORGANOMETAL CHEM,SPRINGER-VERLAG BERLIN,K  D  JS Q  BS ES,1436-6002,,GERMANY,English,1,0,,"Chemistry, Organic"
10354S,Topics in Organometallic Chemistry,TOP ORGANOMETAL CHEM,SPRINGER-VERLAG BERLIN,K  D  JS Q  BS ES,1436-6002,,GERMANY,English,,,,"Chemistry, Inorganic & Nuclear"
